retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,metro_label,date,sub_region_2
0.0,9.0,42.0,-5.0,2.0,1,2022-06-26,Washington County
8.0,11.0,32.0,-31.0,3.0,1,2022-06-27,Washington County
5.0,22.0,26.0,-31.0,3.0,1,2022-06-28,Washington County
5.0,18.0,20.0,-32.0,3.0,1,2022-06-29,Washington County
5.0,21.0,30.0,-33.0,2.0,1,2022-06-30,Washington County
11.0,25.0,38.0,-34.0,4.0,1,2022-07-01,Washington County
-4.0,18.0,30.0,-20.0,-2.0,1,2022-07-02,Washington County
14.0,25.0,11.0,-2.0,-1.0,1,2022-07-03,Washington County
-6.0,10.0,1.0,-70.0,11.0,1,2022-07-04,Washington County
1.0,21.0,14.0,-36.0,4.0,1,2022-07-05,Washington County
-3.0,13.0,10.0,-34.0,5.0,1,2022-07-06,Washington County
3.0,17.0,20.0,-32.0,3.0,1,2022-07-07,Washington County
1.0,6.0,24.0,-33.0,5.0,1,2022-07-08,Washington County
-3.0,15.0,35.0,-16.0,0.0,1,2022-07-09,Washington County
2.0,8.0,39.0,-7.0,1.0,1,2022-07-10,Washington County
6.0,15.0,28.0,-32.0,2.0,1,2022-07-11,Washington County
4.0,16.0,21.0,-31.0,3.0,1,2022-07-12,Washington County
-1.0,14.0,8.0,-31.0,3.0,1,2022-07-13,Washington County
-2.0,16.0,17.0,-32.0,3.0,1,2022-07-14,Washington County
-2.0,4.0,24.0,-32.0,4.0,1,2022-07-15,Washington County
-1.0,14.0,32.0,-15.0,-2.0,1,2022-07-16,Washington County
9.0,13.0,30.0,-2.0,1.0,1,2022-07-17,Washington County
1.0,7.0,23.0,-31.0,8.0,1,2022-07-18,Washington County
-1.0,16.0,12.0,-31.0,9.0,1,2022-07-19,Washington County
-1.0,20.0,7.0,-32.0,4.0,1,2022-07-20,Washington County
2.0,17.0,19.0,-32.0,4.0,1,2022-07-21,Washington County
1.0,7.0,29.0,-31.0,4.0,1,2022-07-22,Washington County
-3.0,14.0,28.0,-16.0,-1.0,1,2022-07-23,Washington County
6.0,10.0,31.0,-4.0,1.0,1,2022-07-24,Washington County
3.0,10.0,18.0,-32.0,5.0,1,2022-07-25,Washington County
1.0,16.0,17.0,-31.0,5.0,1,2022-07-26,Washington County
1.0,14.0,15.0,-31.0,4.0,1,2022-07-27,Washington County
0.0,14.0,17.0,-32.0,4.0,1,2022-07-28,Washington County
1.0,3.0,27.0,-31.0,6.0,1,2022-07-29,Washington County
3.0,9.0,34.0,-9.0,-2.0,1,2022-07-30,Washington County
10.0,11.0,38.0,-3.0,2.0,1,2022-07-31,Washington County
14.0,17.0,24.0,-31.0,4.0,1,2022-08-01,Washington County
7.0,21.0,20.0,-31.0,4.0,1,2022-08-02,Washington County
9.0,23.0,13.0,-30.0,3.0,1,2022-08-03,Washington County
8.0,22.0,17.0,-30.0,3.0,1,2022-08-04,Washington County
7.0,6.0,24.0,-31.0,5.0,1,2022-08-05,Washington County
9.0,12.0,18.0,-19.0,0.0,1,2022-08-06,Washington County
18.0,18.0,30.0,-4.0,-1.0,1,2022-08-07,Washington County
12.0,16.0,17.0,-31.0,3.0,1,2022-08-08,Washington County
9.0,23.0,17.0,-28.0,3.0,1,2022-08-09,Washington County
1.0,14.0,5.0,-28.0,3.0,1,2022-08-10,Washington County
5.0,16.0,14.0,-27.0,2.0,1,2022-08-11,Washington County
1.0,10.0,27.0,-27.0,2.0,1,2022-08-12,Washington County
-1.0,12.0,30.0,-10.0,-2.0,1,2022-08-13,Washington County
6.0,12.0,29.0,-5.0,3.0,1,2022-08-14,Washington County
9.0,14.0,21.0,-27.0,5.0,1,2022-08-15,Washington County
11.0,26.0,20.0,-25.0,5.0,1,2022-08-16,Washington County
0.0,15.0,13.0,-27.0,5.0,1,2022-08-17,Washington County
4.0,14.0,18.0,-25.0,4.0,1,2022-08-18,Washington County
0.0,6.0,23.0,-26.0,6.0,1,2022-08-19,Washington County
7.0,19.0,17.0,-13.0,0.0,1,2022-08-20,Washington County
6.0,13.0,23.0,1.0,4.0,1,2022-08-21,Washington County
3.0,10.0,19.0,-25.0,5.0,1,2022-08-22,Washington County
2.0,19.0,8.0,-25.0,4.0,1,2022-08-23,Washington County
0.0,13.0,5.0,-25.0,4.0,1,2022-08-24,Washington County
1.0,15.0,20.0,-24.0,4.0,1,2022-08-25,Washington County
-1.0,4.0,24.0,-22.0,4.0,1,2022-08-26,Washington County
-4.0,10.0,20.0,-11.0,0.0,1,2022-08-27,Washington County
0.0,9.0,21.0,5.0,1.0,1,2022-08-28,Washington County
1.0,12.0,16.0,-21.0,2.0,1,2022-08-29,Washington County
1.0,19.0,16.0,-21.0,4.0,1,2022-08-30,Washington County
2.0,18.0,5.0,-23.0,2.0,1,2022-08-31,Washington County
8.0,22.0,15.0,-22.0,0.0,1,2022-09-01,Washington County
9.0,15.0,26.0,-23.0,1.0,1,2022-09-02,Washington County
10.0,23.0,12.0,-19.0,-3.0,1,2022-09-03,Washington County
21.0,22.0,1.0,-4.0,0.0,1,2022-09-04,Washington County
6.0,6.0,11.0,-67.0,14.0,1,2022-09-05,Washington County
5.0,23.0,-7.0,-20.0,2.0,1,2022-09-06,Washington County
1.0,16.0,9.0,-21.0,3.0,1,2022-09-07,Washington County
3.0,16.0,16.0,-21.0,1.0,1,2022-09-08,Washington County
0.0,3.0,25.0,-21.0,0.0,1,2022-09-09,Washington County
-7.0,1.0,24.0,-14.0,1.0,1,2022-09-10,Washington County
4.0,8.0,18.0,5.0,0.0,1,2022-09-11,Washington County
10.0,11.0,16.0,-18.0,1.0,1,2022-09-12,Washington County
12.0,20.0,12.0,-19.0,0.0,1,2022-09-13,Washington County
8.0,14.0,6.0,-21.0,0.0,1,2022-09-14,Washington County
8.0,20.0,14.0,-21.0,0.0,1,2022-09-15,Washington County
13.0,14.0,28.0,-20.0,0.0,1,2022-09-16,Washington County
10.0,18.0,22.0,-6.0,-3.0,1,2022-09-17,Washington County
15.0,17.0,29.0,-1.0,-1.0,1,2022-09-18,Washington County
10.0,17.0,21.0,-20.0,1.0,1,2022-09-19,Washington County
6.0,21.0,6.0,-20.0,1.0,1,2022-09-20,Washington County
3.0,18.0,8.0,-21.0,2.0,1,2022-09-21,Washington County
4.0,17.0,6.0,-24.0,1.0,1,2022-09-22,Washington County
6.0,4.0,14.0,-21.0,1.0,1,2022-09-23,Washington County
-3.0,8.0,11.0,-15.0,-2.0,1,2022-09-24,Washington County
8.0,15.0,25.0,-2.0,0.0,1,2022-09-25,Washington County
11.0,16.0,22.0,-21.0,1.0,1,2022-09-26,Washington County
11.0,17.0,11.0,-20.0,1.0,1,2022-09-27,Washington County
11.0,15.0,10.0,-21.0,1.0,1,2022-09-28,Washington County
11.0,18.0,19.0,-20.0,1.0,1,2022-09-29,Washington County
10.0,13.0,28.0,-21.0,3.0,1,2022-09-30,Washington County
4.0,11.0,16.0,-15.0,2.0,1,2022-10-01,Washington County
11.0,13.0,27.0,-3.0,2.0,1,2022-10-02,Washington County
16.0,18.0,19.0,-18.0,1.0,1,2022-10-03,Washington County
15.0,24.0,19.0,-18.0,1.0,1,2022-10-04,Washington County
7.0,20.0,5.0,-20.0,2.0,1,2022-10-05,Washington County
11.0,17.0,16.0,-20.0,1.0,1,2022-10-06,Washington County
7.0,10.0,25.0,-20.0,1.0,1,2022-10-07,Washington County
8.0,12.0,23.0,-14.0,-3.0,1,2022-10-08,Washington County
13.0,17.0,27.0,-4.0,0.0,1,2022-10-09,Washington County
13.0,16.0,24.0,-26.0,3.0,1,2022-10-10,Washington County
10.0,22.0,18.0,-22.0,3.0,1,2022-10-11,Washington County
7.0,9.0,9.0,-29.0,2.0,1,2022-10-12,Washington County
7.0,14.0,14.0,-30.0,3.0,1,2022-10-13,Washington County
7.0,7.0,21.0,-32.0,4.0,1,2022-10-14,Washington County
1.0,12.0,22.0,-17.0,-2.0,1,2022-10-15,Washington County
10.0,0.0,-6.0,4.0,1.0,0,2020-02-15,Wythe County
5.0,2.0,-10.0,10.0,1.0,0,2020-02-16,Wythe County
4.0,2.0,2.0,-6.0,1.0,0,2020-02-17,Wythe County
5.0,3.0,-9.0,0.0,1.0,0,2020-02-18,Wythe County
6.0,1.0,-8.0,1.0,1.0,0,2020-02-19,Wythe County
-4.0,-4.0,-3.0,-12.0,1.2,0,2020-02-20,Wythe County
-1.0,1.0,-3.0,1.0,1.4,0,2020-02-21,Wythe County
22.0,-1.0,1.0,1.0,1.6,0,2020-02-22,Wythe County
13.0,11.0,-1.0,7.0,1.8,0,2020-02-23,Wythe County
3.0,4.0,-1.0,3.0,2.0,0,2020-02-24,Wythe County
10.0,6.0,-3.0,2.0,-1.0,0,2020-02-25,Wythe County
14.0,5.0,-9.0,1.0,0.0,0,2020-02-26,Wythe County
11.0,0.0,-3.0,-9.0,2.0,0,2020-02-27,Wythe County
4.0,9.0,-5.0,-1.0,1.5,0,2020-02-28,Wythe County
9.0,-2.0,-1.0,6.0,1.0,0,2020-02-29,Wythe County
27.0,16.0,0.0,6.0,0.5,0,2020-03-01,Wythe County
11.0,3.0,-5.0,4.0,0.0,0,2020-03-02,Wythe County
15.0,8.0,-1.0,3.0,-1.0,0,2020-03-03,Wythe County
12.0,9.0,-1.0,1.0,0.0,0,2020-03-04,Wythe County
14.0,6.0,2.0,1.0,-1.0,0,2020-03-05,Wythe County
-3.0,3.0,-2.0,1.0,-0.75,0,2020-03-06,Wythe County
11.0,5.0,3.0,5.0,-0.5,0,2020-03-07,Wythe County
31.0,14.0,11.0,5.0,-0.25,0,2020-03-08,Wythe County
12.0,3.0,5.0,1.0,0.0,0,2020-03-09,Wythe County
8.0,4.0,-2.0,1.0,0.0,0,2020-03-10,Wythe County
6.0,5.0,12.0,1.0,0.0,0,2020-03-11,Wythe County
-1.0,18.0,28.0,1.0,-2.0,0,2020-03-12,Wythe County
-3.0,20.0,23.0,2.0,-1.9651162790697674,0,2020-03-13,Wythe County
5.0,20.0,30.0,-2.0,-1.930232558139535,0,2020-03-14,Wythe County
-1.0,15.0,33.0,-1.0,-1.8953488372093024,0,2020-03-15,Wythe County
-7.0,14.0,26.0,-10.0,-1.8604651162790697,0,2020-03-16,Wythe County
-15.0,18.0,30.0,-12.0,-1.8255813953488371,0,2020-03-17,Wythe County
-21.0,17.0,28.0,-16.0,-1.7906976744186047,0,2020-03-18,Wythe County
-22.0,17.0,24.0,-17.0,-1.755813953488372,0,2020-03-19,Wythe County
-32.0,12.0,20.0,-19.0,-1.7209302325581395,0,2020-03-20,Wythe County
-27.0,10.0,17.0,-10.0,-1.686046511627907,0,2020-03-21,Wythe County
-37.0,-3.0,11.0,-21.0,-1.6511627906976745,0,2020-03-22,Wythe County
-32.0,-9.0,12.0,-22.0,-1.6162790697674418,0,2020-03-23,Wythe County
-33.0,-2.0,22.0,-27.0,-1.5813953488372092,0,2020-03-24,Wythe County
-36.0,-11.0,19.0,-28.0,-1.5465116279069768,0,2020-03-25,Wythe County
-34.0,-4.0,12.0,-29.0,-1.5116279069767442,0,2020-03-26,Wythe County
-40.0,-13.0,3.0,-28.0,-1.4767441860465116,0,2020-03-27,Wythe County
-35.0,-6.0,-3.0,-27.0,-1.441860465116279,0,2020-03-28,Wythe County
-39.0,-17.0,-4.0,-26.0,-1.4069767441860466,0,2020-03-29,Wythe County
-32.0,-11.0,4.0,-28.0,-1.372093023255814,0,2020-03-30,Wythe County
-42.0,-18.0,3.0,-34.0,-1.3372093023255813,0,2020-03-31,Wythe County
-35.0,-10.0,6.0,-32.0,-1.302325581395349,0,2020-04-01,Wythe County
-41.0,-14.0,-1.0,-34.0,-1.2674418604651163,0,2020-04-02,Wythe County
-42.0,-6.0,-4.0,-32.0,-1.2325581395348837,0,2020-04-03,Wythe County
-41.0,-12.0,-13.0,-26.0,-1.197674418604651,0,2020-04-04,Wythe County
-43.0,-16.0,-15.0,-27.0,-1.1627906976744187,0,2020-04-05,Wythe County
-37.0,-15.0,-6.0,-31.0,-1.127906976744186,0,2020-04-06,Wythe County
-40.0,-7.0,-5.0,-36.0,-1.0930232558139534,0,2020-04-07,Wythe County
-44.0,-11.0,1.0,-38.0,-1.058139534883721,0,2020-04-08,Wythe County
-43.0,-12.0,-7.0,-38.0,-1.0232558139534884,0,2020-04-09,Wythe County
-49.0,-19.0,-16.0,-44.0,-0.9883720930232558,0,2020-04-10,Wythe County
-43.0,-5.0,-24.0,-23.0,-0.9534883720930233,0,2020-04-11,Wythe County
-63.0,-34.0,-45.0,-28.0,-0.9186046511627907,0,2020-04-12,Wythe County
-37.0,-24.0,-29.0,-35.0,-0.8837209302325582,0,2020-04-13,Wythe County
-34.0,-9.0,-23.0,-33.0,-0.8488372093023256,0,2020-04-14,Wythe County
-21.0,-4.0,-22.0,-35.0,-0.813953488372093,0,2020-04-15,Wythe County
-27.0,-4.0,-26.0,-34.0,-0.7790697674418605,0,2020-04-16,Wythe County
-36.0,-7.0,-29.0,-32.0,-0.7441860465116279,0,2020-04-17,Wythe County
-30.0,-7.0,-34.0,-20.0,-0.7093023255813954,0,2020-04-18,Wythe County
-32.0,-14.0,-34.0,-22.0,-0.6744186046511628,0,2020-04-19,Wythe County
-28.0,-11.0,-28.0,-32.0,-0.6395348837209303,0,2020-04-20,Wythe County
-31.0,-4.0,-21.0,-33.0,-0.6046511627906976,0,2020-04-21,Wythe County
-27.0,-3.0,-23.0,-31.0,-0.5697674418604651,0,2020-04-22,Wythe County
-34.0,-6.0,-26.0,-32.0,-0.5348837209302326,0,2020-04-23,Wythe County
-38.0,-11.0,-30.0,-33.0,-0.5,0,2020-04-24,Wythe County
-31.0,-5.0,-30.0,-24.0,-0.4651162790697675,0,2020-04-25,Wythe County
-34.0,-9.0,-30.0,-27.0,-0.4302325581395349,0,2020-04-26,Wythe County
-24.0,-8.0,-25.0,-26.0,-0.39534883720930236,0,2020-04-27,Wythe County
-24.0,-2.0,-22.0,-30.0,-0.3604651162790698,0,2020-04-28,Wythe County
-17.0,4.0,-20.0,-31.0,-0.32558139534883723,0,2020-04-29,Wythe County
-25.0,1.0,-21.0,-29.0,-0.29069767441860467,0,2020-04-30,Wythe County
-32.0,3.0,-22.0,-30.0,-0.2558139534883721,0,2020-05-01,Wythe County
-22.0,11.0,-24.0,-18.0,-0.22093023255813957,0,2020-05-02,Wythe County
-13.0,10.0,-22.0,-14.0,-0.186046511627907,0,2020-05-03,Wythe County
-16.0,-1.0,-18.0,-27.0,-0.15116279069767444,0,2020-05-04,Wythe County
-24.0,1.0,-16.0,-31.0,-0.11627906976744189,0,2020-05-05,Wythe County
-20.0,6.0,-15.0,-32.0,-0.08139534883720934,0,2020-05-06,Wythe County
-23.0,6.0,-13.0,-28.0,-0.04651162790697677,0,2020-05-07,Wythe County
-37.0,-1.0,-19.0,-31.0,-0.011627906976744214,0,2020-05-08,Wythe County
-25.0,15.0,-18.0,-15.0,0.023255813953488344,0,2020-05-09,Wythe County
-23.0,8.0,-18.0,-13.0,0.0581395348837209,0,2020-05-10,Wythe County
-25.0,2.0,-16.0,-25.0,0.09302325581395346,0,2020-05-11,Wythe County
-18.0,5.0,-9.0,-28.0,0.12790697674418602,0,2020-05-12,Wythe County
-22.0,8.0,-12.0,-29.0,0.16279069767441856,0,2020-05-13,Wythe County
-24.0,14.0,-12.0,-30.0,0.19767441860465113,0,2020-05-14,Wythe County
-30.0,7.0,-12.0,-28.0,0.2325581395348837,0,2020-05-15,Wythe County
-17.0,21.0,-8.0,-14.0,0.26744186046511625,0,2020-05-16,Wythe County
-17.0,14.0,-10.0,-16.0,0.3023255813953488,0,2020-05-17,Wythe County
-15.0,7.0,-10.0,-25.0,0.3372093023255814,0,2020-05-18,Wythe County
-21.0,9.0,-6.0,-27.0,0.37209302325581395,0,2020-05-19,Wythe County
-17.0,13.0,-7.0,-30.0,0.40697674418604646,0,2020-05-20,Wythe County
-16.0,13.0,-3.0,-29.0,0.441860465116279,0,2020-05-21,Wythe County
-19.0,17.0,2.0,-30.0,0.4767441860465116,0,2020-05-22,Wythe County
-13.0,24.0,-7.0,-9.0,0.5116279069767442,0,2020-05-23,Wythe County
-17.0,19.0,-17.0,-13.0,0.5465116279069767,0,2020-05-24,Wythe County
-16.0,14.0,-7.0,-62.0,0.5813953488372092,0,2020-05-25,Wythe County
-10.0,16.0,-12.0,-26.0,0.6162790697674418,0,2020-05-26,Wythe County
-18.0,9.0,-5.0,-26.0,0.6511627906976744,0,2020-05-27,Wythe County
-9.0,16.0,-2.0,-25.0,0.686046511627907,0,2020-05-28,Wythe County
-22.0,5.0,-3.0,-25.0,0.7209302325581395,0,2020-05-29,Wythe County
-11.0,19.0,5.0,-9.0,0.7558139534883721,0,2020-05-30,Wythe County
-7.0,20.5,6.0,-9.0,0.7906976744186046,0,2020-05-31,Wythe County
-5.0,22.0,-5.0,-22.0,0.8255813953488371,0,2020-06-01,Wythe County
-12.0,13.0,0.0,-28.0,0.8604651162790697,0,2020-06-02,Wythe County
-4.0,21.0,-3.0,-27.0,0.8953488372093023,0,2020-06-03,Wythe County
-7.0,17.0,-1.0,-25.0,0.9302325581395349,0,2020-06-04,Wythe County
-16.0,12.0,-2.0,-26.0,0.9651162790697674,0,2020-06-05,Wythe County
-1.0,29.0,3.0,-9.0,1.0,0,2020-06-06,Wythe County
0.0,21.0,0.0,-9.0,1.0348837209302326,0,2020-06-07,Wythe County
-4.0,13.0,-3.0,-20.0,1.069767441860465,0,2020-06-08,Wythe County
-4.0,18.0,2.0,-25.0,1.1046511627906976,0,2020-06-09,Wythe County
-5.0,16.0,-3.0,-24.0,1.1395348837209303,0,2020-06-10,Wythe County
-3.0,16.0,1.0,-24.0,1.1744186046511627,0,2020-06-11,Wythe County
-12.0,19.0,4.0,-26.0,1.2093023255813953,0,2020-06-12,Wythe County
5.0,17.333333333333332,12.0,-5.0,1.244186046511628,0,2020-06-13,Wythe County
-4.0,15.666666666666666,1.0,-9.0,1.2790697674418605,0,2020-06-14,Wythe County
-4.0,14.0,1.0,-21.0,1.313953488372093,0,2020-06-15,Wythe County
-7.0,18.0,3.0,-27.0,1.3488372093023255,0,2020-06-16,Wythe County
-7.0,18.0,0.0,-27.0,1.3837209302325582,0,2020-06-17,Wythe County
-3.0,19.0,0.0,-27.0,1.4186046511627906,0,2020-06-18,Wythe County
-10.0,22.0,8.0,-27.0,1.4534883720930232,0,2020-06-19,Wythe County
9.0,19.333333333333332,15.0,-14.0,1.4883720930232558,0,2020-06-20,Wythe County
4.0,16.666666666666668,8.0,-2.0,1.5232558139534884,0,2020-06-21,Wythe County
-2.0,14.0,8.0,-22.0,1.5581395348837208,0,2020-06-22,Wythe County
-5.0,21.0,0.0,-26.0,1.5930232558139534,0,2020-06-23,Wythe County
-1.0,20.0,6.0,-24.0,1.627906976744186,0,2020-06-24,Wythe County
3.0,21.0,7.0,-24.0,1.6627906976744184,0,2020-06-25,Wythe County
-7.0,22.0,9.0,-26.0,1.697674418604651,0,2020-06-26,Wythe County
9.0,20.333333333333332,18.0,-9.0,1.7325581395348837,0,2020-06-27,Wythe County
12.0,18.666666666666668,16.0,-6.0,1.7674418604651163,0,2020-06-28,Wythe County
1.0,17.0,5.0,-23.0,1.8023255813953487,0,2020-06-29,Wythe County
2.0,19.0,7.0,-28.0,1.8372093023255813,0,2020-06-30,Wythe County
10.0,34.0,11.0,-25.0,1.872093023255814,0,2020-07-01,Wythe County
17.0,44.0,13.0,-29.0,1.9069767441860463,0,2020-07-02,Wythe County
-2.0,43.0,5.0,-47.0,1.941860465116279,0,2020-07-03,Wythe County
-17.0,19.0,-19.0,-16.0,1.9767441860465116,0,2020-07-04,Wythe County
11.0,24.0,17.0,-8.0,2.011627906976744,0,2020-07-05,Wythe County
10.0,29.0,13.0,-29.0,2.046511627906977,0,2020-07-06,Wythe County
4.0,32.0,6.0,-27.0,2.0813953488372094,0,2020-07-07,Wythe County
0.0,27.0,4.0,-28.0,2.1162790697674416,0,2020-07-08,Wythe County
1.0,27.0,3.0,-28.0,2.1511627906976742,0,2020-07-09,Wythe County
-5.0,23.0,11.0,-27.0,2.186046511627907,0,2020-07-10,Wythe County
13.0,20.333333333333332,19.0,-4.0,2.2209302325581395,0,2020-07-11,Wythe County
9.0,17.666666666666668,15.0,-8.0,2.255813953488372,0,2020-07-12,Wythe County
-6.0,15.0,0.0,-19.0,2.2906976744186047,0,2020-07-13,Wythe County
-5.0,19.0,-3.0,-27.0,2.3255813953488373,0,2020-07-14,Wythe County
-4.0,23.0,-1.0,-27.0,2.3604651162790695,0,2020-07-15,Wythe County
2.0,21.0,1.0,-27.0,2.395348837209302,0,2020-07-16,Wythe County
-8.0,24.0,7.0,-25.0,2.4302325581395348,0,2020-07-17,Wythe County
12.0,22.333333333333332,17.0,-11.0,2.4651162790697674,0,2020-07-18,Wythe County
5.0,20.666666666666668,9.0,-8.0,2.5,0,2020-07-19,Wythe County
-3.0,19.0,0.0,-22.0,2.5348837209302326,0,2020-07-20,Wythe County
-5.0,23.0,1.0,-27.0,2.5697674418604652,0,2020-07-21,Wythe County
-4.0,16.0,1.0,-24.0,2.6046511627906974,0,2020-07-22,Wythe County
0.0,21.0,1.0,-28.0,2.63953488372093,0,2020-07-23,Wythe County
-9.0,29.0,4.0,-26.0,2.6744186046511627,0,2020-07-24,Wythe County
16.0,25.666666666666668,17.0,-14.0,2.7093023255813953,0,2020-07-25,Wythe County
5.0,22.333333333333332,10.0,-10.0,2.744186046511628,0,2020-07-26,Wythe County
-1.0,19.0,1.0,-27.0,2.7790697674418605,0,2020-07-27,Wythe County
-4.0,21.0,-1.0,-27.0,2.813953488372093,0,2020-07-28,Wythe County
-6.0,19.0,-7.0,-26.0,2.8488372093023253,0,2020-07-29,Wythe County
-4.0,17.0,-1.0,-31.0,2.883720930232558,0,2020-07-30,Wythe County
-11.0,23.0,4.0,-25.0,2.9186046511627906,0,2020-07-31,Wythe County
12.0,21.333333333333332,15.0,-11.0,2.953488372093023,0,2020-08-01,Wythe County
6.0,19.666666666666668,6.0,-5.0,2.988372093023256,0,2020-08-02,Wythe County
-1.0,18.0,-4.0,-25.0,3.0232558139534884,0,2020-08-03,Wythe County
2.0,18.0,-2.0,-24.0,3.058139534883721,0,2020-08-04,Wythe County
-2.0,18.0,13.0,-27.0,3.093023255813953,0,2020-08-05,Wythe County
-2.0,18.0,9.0,-26.0,3.127906976744186,0,2020-08-06,Wythe County
-13.0,19.0,1.0,-28.0,3.1627906976744184,0,2020-08-07,Wythe County
6.0,32.0,17.0,-10.0,3.197674418604651,0,2020-08-08,Wythe County
8.0,25.5,10.0,-10.0,3.2325581395348837,0,2020-08-09,Wythe County
-7.0,19.0,3.0,-26.0,3.2674418604651163,0,2020-08-10,Wythe County
-5.0,12.0,2.0,-26.0,3.302325581395349,0,2020-08-11,Wythe County
-10.0,12.0,0.0,-27.0,3.337209302325581,0,2020-08-12,Wythe County
-11.0,13.0,-2.0,-28.0,3.3720930232558137,0,2020-08-13,Wythe County
-16.0,18.0,3.0,-29.0,3.4069767441860463,0,2020-08-14,Wythe County
-3.0,22.0,13.0,-15.0,3.441860465116279,0,2020-08-15,Wythe County
-2.0,19.0,10.0,-9.0,3.4767441860465116,0,2020-08-16,Wythe County
-8.333333333333332,16.0,-6.0,-14.333333333333332,3.511627906976744,0,2020-08-26,Wythe County
-14.666666666666666,13.0,-5.0,-19.666666666666664,3.546511627906977,0,2020-08-27,Wythe County
-21.0,10.0,-7.0,-25.0,3.5813953488372094,0,2020-09-11,Wythe County
-7.0,23.0,0.0,-10.0,3.6162790697674416,0,2020-09-12,Wythe County
-7.0,14.0,5.0,-7.0,3.6511627906976742,0,2020-09-13,Wythe County
-13.0,10.0,-3.0,-19.0,3.686046511627907,0,2020-09-14,Wythe County
-13.0,12.0,-1.0,-20.0,3.7209302325581395,0,2020-09-15,Wythe County
-12.0,13.0,-6.0,-24.0,3.755813953488372,0,2020-09-16,Wythe County
-15.0,8.0,-1.0,-23.0,3.7906976744186047,0,2020-09-17,Wythe County
-18.0,14.0,-2.0,-20.0,3.8255813953488373,0,2020-09-18,Wythe County
-7.0,19.0,3.0,-16.0,3.8604651162790695,0,2020-09-19,Wythe County
3.0,13.5,7.0,-9.0,3.895348837209302,0,2020-09-20,Wythe County
-11.0,8.0,-1.0,-22.0,3.9302325581395348,0,2020-09-21,Wythe County
-13.0,10.0,-1.0,-21.0,3.9651162790697674,0,2020-09-22,Wythe County
-17.0,10.0,-4.0,-21.0,4.0,0,2020-09-23,Wythe County
-13.0,14.0,-5.0,-22.0,5.0,0,2020-09-24,Wythe County
-19.0,12.0,0.0,-19.0,7.0,0,2020-09-25,Wythe County
-6.0,16.0,2.0,-1.0,6.0,0,2020-09-26,Wythe County
-5.0,18.0,5.0,-1.0,5.0,0,2020-09-27,Wythe County
-14.0,11.0,-1.0,-18.0,4.0,0,2020-09-28,Wythe County
-19.0,4.0,0.0,-19.0,5.0,0,2020-09-29,Wythe County
-14.0,18.0,-6.0,-23.0,3.0,0,2020-09-30,Wythe County
-8.0,22.0,-2.0,-21.0,1.0,0,2020-10-01,Wythe County
-15.0,22.0,-2.0,-20.0,2.0,0,2020-10-02,Wythe County
-8.0,23.0,-1.0,-9.0,2.0,0,2020-10-03,Wythe County
1.0,17.5,4.0,-10.0,2.0,0,2020-10-04,Wythe County
-16.0,12.0,-5.0,-20.0,2.0,0,2020-10-05,Wythe County
-13.0,9.0,1.0,-22.0,2.0,0,2020-10-06,Wythe County
-14.0,15.0,-5.0,-21.0,3.0,0,2020-10-07,Wythe County
-11.0,18.0,2.0,-22.0,2.0,0,2020-10-08,Wythe County
-19.0,16.0,7.0,-19.0,4.0,0,2020-10-09,Wythe County
-6.0,16.0,1.0,-10.0,4.333333333333333,0,2020-10-10,Wythe County
-7.0,11.0,10.0,-8.0,4.666666666666667,0,2020-10-11,Wythe County
-16.0,15.0,7.0,-23.0,5.0,0,2020-10-12,Wythe County
-9.0,14.0,1.0,-19.0,2.0,0,2020-10-13,Wythe County
-9.0,13.0,-2.0,-20.0,4.0,0,2020-10-14,Wythe County
-11.0,18.0,1.0,-20.0,4.0,0,2020-10-15,Wythe County
-15.0,19.0,6.0,-18.0,5.0,0,2020-10-16,Wythe County
-5.0,18.0,3.0,-10.0,4.333333333333333,0,2020-10-17,Wythe County
1.0,14.0,11.0,-5.0,3.666666666666667,0,2020-10-18,Wythe County
-14.0,10.0,1.0,-19.0,3.0,0,2020-10-19,Wythe County
-7.0,13.0,0.0,-20.0,2.0,0,2020-10-20,Wythe County
-8.0,16.0,-3.0,-20.0,3.0,0,2020-10-21,Wythe County
-9.0,17.0,-3.0,-18.0,2.0,0,2020-10-22,Wythe County
-16.0,19.0,-1.0,-19.0,3.0,0,2020-10-23,Wythe County
-9.0,17.0,-5.0,-9.0,3.0,0,2020-10-24,Wythe County
0.0,14.5,7.0,-10.0,3.0,0,2020-10-25,Wythe County
-14.0,12.0,1.0,-16.0,3.0,0,2020-10-26,Wythe County
-15.0,8.0,-4.0,-17.0,2.0,0,2020-10-27,Wythe County
-14.0,12.0,-7.0,-19.0,4.0,0,2020-10-28,Wythe County
-18.0,7.0,-4.0,-19.0,4.0,0,2020-10-29,Wythe County
-17.0,11.0,-9.0,-16.0,2.0,0,2020-10-30,Wythe County
-14.0,15.0,-12.0,-10.0,2.3333333333333335,0,2020-10-31,Wythe County
-12.0,12.0,-3.0,-5.0,2.6666666666666665,0,2020-11-01,Wythe County
-16.0,7.0,-7.0,-14.0,3.0,0,2020-11-02,Wythe County
-3.0,22.0,-6.0,-24.0,4.0,0,2020-11-03,Wythe County
