retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,metro_label,date,sub_region_2
-12.0,18.0,-11.0,-29.0,3.0,0,2022-09-15,Montgomery County
-7.0,27.0,2.0,-23.0,2.0,0,2022-09-16,Montgomery County
11.0,28.0,17.0,-17.0,-2.0,0,2022-09-17,Montgomery County
-12.0,23.0,16.0,-20.0,0.0,0,2022-09-18,Montgomery County
-15.0,16.0,5.0,-21.0,4.0,0,2022-09-19,Montgomery County
-19.0,16.0,-6.0,-28.0,4.0,0,2022-09-20,Montgomery County
-15.0,19.0,-17.0,-24.0,3.0,0,2022-09-21,Montgomery County
23.0,30.0,17.0,-35.0,4.0,0,2022-09-22,Montgomery County
-10.0,17.0,2.0,-29.0,5.0,0,2022-09-23,Montgomery County
-16.0,24.0,2.0,-20.0,-1.0,0,2022-09-24,Montgomery County
-20.0,12.0,14.0,-20.0,1.0,0,2022-09-25,Montgomery County
-14.0,17.0,6.0,-18.0,5.0,0,2022-09-26,Montgomery County
-18.0,17.0,-2.0,-25.0,5.0,0,2022-09-27,Montgomery County
-18.0,17.0,-10.0,-23.0,4.0,0,2022-09-28,Montgomery County
-12.0,18.0,-9.0,-25.0,4.0,0,2022-09-29,Montgomery County
-17.0,19.0,-13.0,-19.0,6.0,0,2022-09-30,Montgomery County
-20.0,12.0,-13.0,-19.0,5.0,0,2022-10-01,Montgomery County
-20.0,5.0,-2.0,-13.0,4.0,0,2022-10-02,Montgomery County
-14.0,14.0,-2.6666666666666665,-15.0,6.0,0,2022-10-03,Montgomery County
-17.0,15.0,-3.333333333333333,-20.0,5.0,0,2022-10-04,Montgomery County
-16.0,20.0,-4.0,-19.0,4.0,0,2022-10-05,Montgomery County
-15.0,16.0,2.0,-21.0,3.0,0,2022-10-06,Montgomery County
-18.0,18.0,0.0,-24.0,4.0,0,2022-10-07,Montgomery County
-19.0,15.0,6.0,-19.0,-1.0,0,2022-10-08,Montgomery County
-20.0,9.0,15.0,-15.0,-1.0,0,2022-10-09,Montgomery County
-17.0,13.0,7.666666666666667,-18.0,7.0,0,2022-10-10,Montgomery County
-21.0,17.0,0.3333333333333339,-20.0,6.0,0,2022-10-11,Montgomery County
-20.0,14.0,-7.0,-17.0,5.0,0,2022-10-12,Montgomery County
-15.0,13.0,-5.0,-18.0,4.0,0,2022-10-13,Montgomery County
-5.0,26.0,11.0,-19.0,5.0,0,2022-10-14,Montgomery County
16.0,27.0,17.0,-11.0,-2.0,0,2022-10-15,Montgomery County
1.0,0.0,-3.0,0.0,-1.0,1,2020-02-15,Newport News
4.0,1.0,-7.0,2.0,-1.0,1,2020-02-16,Newport News
7.0,5.0,-4.0,-26.0,6.0,1,2020-02-17,Newport News
-1.0,2.0,3.0,3.0,0.0,1,2020-02-18,Newport News
1.0,4.0,-1.0,2.0,0.0,1,2020-02-19,Newport News
-9.0,8.0,-9.0,1.0,3.0,1,2020-02-20,Newport News
-10.0,-12.0,-19.0,-16.0,9.0,1,2020-02-21,Newport News
2.0,-1.0,-5.0,3.0,0.0,1,2020-02-22,Newport News
5.0,3.0,0.0,5.0,0.0,1,2020-02-23,Newport News
-1.0,4.0,-5.0,7.0,0.0,1,2020-02-24,Newport News
4.0,1.0,-7.0,2.0,0.0,1,2020-02-25,Newport News
9.0,6.0,1.0,3.0,-1.0,1,2020-02-26,Newport News
9.0,5.0,1.0,3.0,-1.0,1,2020-02-27,Newport News
8.0,7.0,-2.0,6.0,-2.0,1,2020-02-28,Newport News
10.0,8.0,1.0,5.0,-2.0,1,2020-02-29,Newport News
14.0,14.0,1.0,2.0,-2.0,1,2020-03-01,Newport News
8.0,11.0,5.0,6.0,-2.0,1,2020-03-02,Newport News
11.0,11.0,-1.0,3.0,-1.0,1,2020-03-03,Newport News
7.0,10.0,3.0,3.0,-1.0,1,2020-03-04,Newport News
5.0,5.0,1.0,3.0,-1.0,1,2020-03-05,Newport News
2.0,0.0,-12.0,1.0,1.0,1,2020-03-06,Newport News
7.0,6.0,0.0,3.0,-1.0,1,2020-03-07,Newport News
9.0,11.0,5.0,5.0,-1.0,1,2020-03-08,Newport News
6.0,13.0,6.0,5.0,-1.0,1,2020-03-09,Newport News
6.0,10.0,0.0,3.0,0.0,1,2020-03-10,Newport News
7.0,10.0,3.0,2.0,-1.0,1,2020-03-11,Newport News
8.0,20.0,-1.0,1.0,-1.0,1,2020-03-12,Newport News
4.0,28.0,-3.0,2.0,0.0,1,2020-03-13,Newport News
-6.0,15.0,-7.0,-1.0,2.0,1,2020-03-14,Newport News
-10.0,9.0,-21.0,-7.0,4.0,1,2020-03-15,Newport News
-10.0,17.0,-19.0,-14.0,6.0,1,2020-03-16,Newport News
-14.0,12.0,-21.0,-21.0,9.0,1,2020-03-17,Newport News
-22.0,6.0,-20.0,-25.0,11.0,1,2020-03-18,Newport News
-24.0,5.0,-21.0,-27.0,12.0,1,2020-03-19,Newport News
-26.0,7.0,-23.0,-28.0,13.0,1,2020-03-20,Newport News
-38.0,-4.0,-33.0,-22.0,11.0,1,2020-03-21,Newport News
-36.0,-8.0,-37.0,-26.0,9.0,1,2020-03-22,Newport News
-33.0,-5.0,-44.0,-33.0,15.0,1,2020-03-23,Newport News
-28.0,-3.0,-32.0,-34.0,14.0,1,2020-03-24,Newport News
-40.0,-15.0,-43.0,-40.0,19.0,1,2020-03-25,Newport News
-34.0,-5.0,-30.0,-37.0,16.0,1,2020-03-26,Newport News
-37.0,-8.0,-34.0,-37.0,17.0,1,2020-03-27,Newport News
-42.0,-11.0,-30.0,-26.0,10.0,1,2020-03-28,Newport News
-37.0,-10.0,-32.0,-31.0,9.0,1,2020-03-29,Newport News
-33.0,-3.0,-32.0,-38.0,15.0,1,2020-03-30,Newport News
-37.0,-12.0,-42.0,-41.0,17.0,1,2020-03-31,Newport News
-36.0,-6.0,-39.0,-43.0,18.0,1,2020-04-01,Newport News
-37.0,-6.0,-32.0,-41.0,18.0,1,2020-04-02,Newport News
-37.0,-3.0,-35.0,-41.0,18.0,1,2020-04-03,Newport News
-46.0,-14.0,-37.0,-32.0,12.0,1,2020-04-04,Newport News
-41.0,-11.0,-39.0,-31.0,10.0,1,2020-04-05,Newport News
-37.0,-8.0,-35.0,-42.0,17.0,1,2020-04-06,Newport News
-34.0,-3.0,-34.0,-43.0,17.0,1,2020-04-07,Newport News
-38.0,-11.0,-31.0,-44.0,18.0,1,2020-04-08,Newport News
-37.0,-8.0,-35.0,-45.0,18.0,1,2020-04-09,Newport News
-39.0,-8.0,-40.0,-45.0,20.0,1,2020-04-10,Newport News
-39.0,-5.0,-26.0,-34.0,11.0,1,2020-04-11,Newport News
-54.0,-14.0,-38.0,-37.0,10.0,1,2020-04-12,Newport News
-42.0,-13.0,-42.0,-45.0,19.0,1,2020-04-13,Newport News
-31.0,-3.0,-32.0,-42.0,17.0,1,2020-04-14,Newport News
-31.0,-5.0,-32.0,-43.0,18.0,1,2020-04-15,Newport News
-32.0,-6.0,-31.0,-42.0,17.0,1,2020-04-16,Newport News
-34.0,-5.0,-32.0,-41.0,18.0,1,2020-04-17,Newport News
-43.0,-11.0,-46.0,-32.0,13.0,1,2020-04-18,Newport News
-37.0,-3.0,-42.0,-30.0,9.0,1,2020-04-19,Newport News
-39.0,-11.0,-44.0,-43.0,18.0,1,2020-04-20,Newport News
-31.0,-3.0,-33.0,-42.0,17.0,1,2020-04-21,Newport News
-31.0,-4.0,-26.0,-42.0,16.0,1,2020-04-22,Newport News
-37.0,-11.0,-34.0,-42.0,18.0,1,2020-04-23,Newport News
-37.0,-11.0,-38.0,-41.0,19.0,1,2020-04-24,Newport News
-41.0,-8.0,-37.5,-30.0,11.0,1,2020-04-25,Newport News
-36.0,-5.0,-37.0,-32.0,9.0,1,2020-04-26,Newport News
-31.0,-5.0,-34.0,-39.0,16.0,1,2020-04-27,Newport News
-26.0,0.0,-32.0,-40.0,10.0,1,2020-04-28,Newport News
-26.0,1.0,-28.0,-41.0,15.0,1,2020-04-29,Newport News
-39.0,-17.0,-43.0,-43.0,19.0,1,2020-04-30,Newport News
-29.0,-1.0,-35.0,-39.0,16.0,1,2020-05-01,Newport News
-34.0,-2.0,-33.5,-25.0,8.0,1,2020-05-02,Newport News
-31.0,-1.0,-32.0,-28.0,7.0,1,2020-05-03,Newport News
-24.0,0.0,-21.0,-37.0,13.0,1,2020-05-04,Newport News
-24.0,1.0,-32.0,-40.0,16.0,1,2020-05-05,Newport News
-28.0,-4.0,-24.0,-40.0,16.0,1,2020-05-06,Newport News
-26.0,3.0,-23.0,-39.0,15.0,1,2020-05-07,Newport News
-31.0,0.0,-35.0,-38.0,16.0,1,2020-05-08,Newport News
-31.0,8.0,-27.0,-26.0,8.0,1,2020-05-09,Newport News
-23.0,4.0,-23.0,-27.0,5.0,1,2020-05-10,Newport News
-28.0,-5.0,-28.0,-37.0,14.0,1,2020-05-11,Newport News
-25.0,3.0,-28.0,-38.0,15.0,1,2020-05-12,Newport News
-26.0,1.0,-28.0,-38.0,14.0,1,2020-05-13,Newport News
-29.0,-3.0,-32.0,-38.0,15.0,1,2020-05-14,Newport News
-27.0,-1.0,-33.0,-38.0,14.0,1,2020-05-15,Newport News
-31.0,-1.0,-17.0,-23.0,6.0,1,2020-05-16,Newport News
-26.0,-2.0,-28.0,-24.0,6.0,1,2020-05-17,Newport News
-33.0,-11.0,-44.0,-38.0,16.0,1,2020-05-18,Newport News
-23.0,-2.0,-35.0,-38.0,15.0,1,2020-05-19,Newport News
-27.0,-5.0,-41.0,-38.0,15.0,1,2020-05-20,Newport News
-25.0,-7.0,-38.0,-37.0,15.0,1,2020-05-21,Newport News
-23.0,1.0,-39.0,-39.0,15.0,1,2020-05-22,Newport News
-28.0,-2.0,-24.0,-23.0,6.0,1,2020-05-23,Newport News
-24.0,-5.0,-32.0,-26.0,5.0,1,2020-05-24,Newport News
-30.0,-7.0,-43.0,-71.0,20.0,1,2020-05-25,Newport News
-22.0,-5.0,-36.0,-36.0,13.0,1,2020-05-26,Newport News
-22.0,-3.0,-35.0,-36.0,13.0,1,2020-05-27,Newport News
-25.0,-8.0,-40.0,-36.0,15.0,1,2020-05-28,Newport News
-25.0,-2.0,-39.0,-33.0,14.0,1,2020-05-29,Newport News
-26.0,-3.0,-26.0,-14.0,7.0,1,2020-05-30,Newport News
-19.0,-3.0,-19.0,-15.0,4.0,1,2020-05-31,Newport News
-15.0,4.0,-26.0,-31.0,10.0,1,2020-06-01,Newport News
-15.0,5.0,-30.0,-33.0,12.0,1,2020-06-02,Newport News
-15.0,4.0,-32.0,-34.0,11.0,1,2020-06-03,Newport News
-18.0,4.0,-34.0,-35.0,12.0,1,2020-06-04,Newport News
-18.0,1.0,-31.0,-32.0,12.0,1,2020-06-05,Newport News
-19.0,-1.0,-18.0,-16.0,5.0,1,2020-06-06,Newport News
-15.0,2.0,-23.0,-17.0,3.0,1,2020-06-07,Newport News
-14.0,1.0,-24.0,-31.0,10.0,1,2020-06-08,Newport News
-9.0,4.0,-28.0,-33.0,11.0,1,2020-06-09,Newport News
-11.0,4.0,-30.0,-34.0,11.0,1,2020-06-10,Newport News
-16.0,1.0,-33.0,-34.0,13.0,1,2020-06-11,Newport News
-15.0,4.0,-28.0,-33.0,11.0,1,2020-06-12,Newport News
-16.0,5.0,-12.0,-13.0,3.0,1,2020-06-13,Newport News
-11.0,4.0,-21.0,-15.0,3.0,1,2020-06-14,Newport News
-15.0,0.0,-33.0,-33.0,12.0,1,2020-06-15,Newport News
-17.0,-4.0,-41.0,-35.0,14.0,1,2020-06-16,Newport News
-9.0,4.0,-31.0,-35.0,11.0,1,2020-06-17,Newport News
-10.0,2.0,-25.0,-34.0,10.0,1,2020-06-18,Newport News
-12.0,4.0,-27.0,-35.0,10.0,1,2020-06-19,Newport News
-20.0,2.0,-29.0,-18.0,5.0,1,2020-06-20,Newport News
-9.0,8.0,-13.0,-15.0,1.0,1,2020-06-21,Newport News
-21.0,-5.0,-30.0,-34.0,11.0,1,2020-06-22,Newport News
-9.0,8.0,-28.0,-34.0,9.0,1,2020-06-23,Newport News
-10.0,4.0,-28.0,-34.0,9.0,1,2020-06-24,Newport News
-13.0,0.0,-31.0,-33.0,11.0,1,2020-06-25,Newport News
-14.0,3.0,-27.0,-32.0,9.0,1,2020-06-26,Newport News
-17.0,4.0,-16.0,-14.0,2.0,1,2020-06-27,Newport News
-14.0,2.0,-24.0,-13.0,3.0,1,2020-06-28,Newport News
-12.0,3.0,-27.0,-31.0,8.0,1,2020-06-29,Newport News
-2.0,8.0,-31.0,-33.0,9.0,1,2020-06-30,Newport News
-4.0,7.0,-30.0,-35.0,9.0,1,2020-07-01,Newport News
0.0,12.0,-30.0,-37.0,8.0,1,2020-07-02,Newport News
-7.0,12.0,-37.0,-59.0,14.0,1,2020-07-03,Newport News
-34.0,-3.0,-18.0,-31.0,4.0,1,2020-07-04,Newport News
-17.0,-4.0,-32.0,-21.0,2.0,1,2020-07-05,Newport News
-8.0,3.0,-29.0,-38.0,9.0,1,2020-07-06,Newport News
-9.0,5.0,-30.0,-36.0,9.0,1,2020-07-07,Newport News
-7.0,4.0,-34.0,-35.0,9.0,1,2020-07-08,Newport News
-11.0,-2.0,-32.0,-35.0,10.0,1,2020-07-09,Newport News
-14.0,0.0,-33.0,-34.0,10.0,1,2020-07-10,Newport News
-16.0,1.0,-21.0,-16.0,3.0,1,2020-07-11,Newport News
-12.0,2.0,-26.0,-16.0,2.0,1,2020-07-12,Newport News
-12.0,0.0,-29.0,-33.0,9.0,1,2020-07-13,Newport News
-8.0,4.0,-37.0,-36.0,10.0,1,2020-07-14,Newport News
-8.0,2.0,-35.0,-36.0,10.0,1,2020-07-15,Newport News
-10.0,0.0,-33.0,-36.0,10.0,1,2020-07-16,Newport News
-13.0,0.0,-36.0,-35.0,10.0,1,2020-07-17,Newport News
-17.0,0.0,-29.0,-18.0,3.0,1,2020-07-18,Newport News
-12.0,0.0,-38.0,-18.0,3.0,1,2020-07-19,Newport News
-14.0,1.0,-33.0,-35.0,10.0,1,2020-07-20,Newport News
-10.0,3.0,-42.0,-37.0,11.0,1,2020-07-21,Newport News
-8.0,2.0,-41.0,-36.0,10.0,1,2020-07-22,Newport News
-12.0,-3.0,-40.0,-35.0,11.0,1,2020-07-23,Newport News
-12.0,1.0,-37.0,-34.0,10.0,1,2020-07-24,Newport News
-16.0,-1.0,-24.0,-17.0,3.0,1,2020-07-25,Newport News
-12.0,1.0,-31.0,-16.0,3.0,1,2020-07-26,Newport News
-12.0,2.0,-32.0,-34.0,9.0,1,2020-07-27,Newport News
-9.0,-1.0,-42.0,-35.0,10.0,1,2020-07-28,Newport News
-8.0,0.0,-36.0,-36.0,10.0,1,2020-07-29,Newport News
-11.0,-3.0,-41.0,-36.0,10.0,1,2020-07-30,Newport News
-13.0,0.0,-37.0,-36.0,10.0,1,2020-07-31,Newport News
-16.0,2.0,-30.0,-19.0,4.0,1,2020-08-01,Newport News
-12.0,2.0,-28.0,-19.0,3.0,1,2020-08-02,Newport News
-10.0,7.0,-40.0,-36.0,10.0,1,2020-08-03,Newport News
-18.0,-7.0,-48.0,-56.0,14.0,1,2020-08-04,Newport News
-6.0,2.0,-37.0,-38.0,6.0,1,2020-08-05,Newport News
-15.0,-8.0,-43.0,-36.0,10.0,1,2020-08-06,Newport News
-13.0,0.0,-37.0,-34.0,9.0,1,2020-08-07,Newport News
-16.0,-2.0,-25.0,-15.0,3.0,1,2020-08-08,Newport News
-12.0,0.0,-31.0,-16.0,2.0,1,2020-08-09,Newport News
-12.0,0.0,-34.0,-34.0,8.0,1,2020-08-10,Newport News
-9.0,1.0,-39.0,-36.0,9.0,1,2020-08-11,Newport News
-14.0,-3.0,-39.0,-36.0,10.0,1,2020-08-12,Newport News
-14.0,-4.0,-42.0,-35.0,10.0,1,2020-08-13,Newport News
-17.0,-7.0,-41.0,-36.0,11.0,1,2020-08-14,Newport News
-29.0,-16.0,-46.0,-21.0,7.0,1,2020-08-15,Newport News
-15.0,-3.0,-38.0,-19.0,4.0,1,2020-08-16,Newport News
-13.0,1.0,-37.88461538461539,-33.0,8.0,1,2020-08-17,Newport News
-12.0,-2.0,-37.76923076923077,-34.0,9.0,1,2020-08-18,Newport News
-13.0,-5.0,-37.65384615384615,-35.0,9.0,1,2020-08-19,Newport News
-13.0,-5.0,-37.53846153846154,-34.0,9.0,1,2020-08-20,Newport News
-15.0,-4.0,-37.42307692307692,-34.0,9.0,1,2020-08-21,Newport News
-18.0,-4.0,-37.30769230769231,-13.0,3.0,1,2020-08-22,Newport News
-15.0,-4.0,-37.19230769230769,-13.0,2.0,1,2020-08-23,Newport News
-15.0,-3.0,-37.07692307692308,-33.0,8.0,1,2020-08-24,Newport News
-13.0,-2.0,-36.96153846153846,-34.0,9.0,1,2020-08-25,Newport News
-12.0,-2.0,-36.84615384615385,-34.0,8.0,1,2020-08-26,Newport News
-14.0,-5.0,-36.73076923076923,-34.0,9.0,1,2020-08-27,Newport News
-16.0,-4.0,-36.61538461538461,-31.0,8.0,1,2020-08-28,Newport News
-18.0,-4.0,-36.5,-14.0,4.0,1,2020-08-29,Newport News
-14.0,-5.0,-36.38461538461539,-13.0,2.0,1,2020-08-30,Newport News
-13.0,-1.0,-36.26923076923077,-33.0,7.0,1,2020-08-31,Newport News
-9.0,2.0,-36.15384615384615,-34.0,8.0,1,2020-09-01,Newport News
-12.0,-1.0,-36.03846153846154,-34.0,8.0,1,2020-09-02,Newport News
-11.0,-2.0,-35.92307692307692,-36.0,8.0,1,2020-09-03,Newport News
-12.0,3.0,-35.80769230769231,-36.0,8.0,1,2020-09-04,Newport News
-16.0,1.0,-35.69230769230769,-18.0,1.0,1,2020-09-05,Newport News
-10.0,-1.0,-35.57692307692308,-17.0,1.0,1,2020-09-06,Newport News
-17.0,-4.0,-35.46153846153846,-68.0,17.0,1,2020-09-07,Newport News
-16.0,-6.0,-35.34615384615385,-38.0,9.0,1,2020-09-08,Newport News
-21.0,-12.0,-35.23076923076923,-37.0,11.0,1,2020-09-09,Newport News
-18.0,-12.0,-35.11538461538461,-37.0,11.0,1,2020-09-10,Newport News
-18.0,-8.0,-35.0,-32.0,10.0,1,2020-09-11,Newport News
-16.0,-5.0,-29.0,-14.0,2.0,1,2020-09-12,Newport News
-16.0,-8.0,-30.0,-15.0,3.0,1,2020-09-13,Newport News
-17.0,-6.0,-30.0,-30.0,8.0,1,2020-09-14,Newport News
-12.0,-5.0,-35.0,-32.0,8.0,1,2020-09-15,Newport News
-15.0,-6.0,-30.0,-32.0,8.0,1,2020-09-16,Newport News
-21.0,-16.0,-41.0,-35.0,11.0,1,2020-09-17,Newport News
-16.0,-8.0,-36.0,-32.0,10.0,1,2020-09-18,Newport News
-13.0,-4.0,-28.0,-13.0,2.0,1,2020-09-19,Newport News
-13.0,-6.0,-29.0,-12.0,2.0,1,2020-09-20,Newport News
-17.0,-7.0,-31.0,-31.0,8.0,1,2020-09-21,Newport News
-13.0,-7.0,-32.0,-32.0,8.0,1,2020-09-22,Newport News
-15.0,-8.0,-34.0,-31.0,8.0,1,2020-09-23,Newport News
-17.0,-12.0,-30.0,-32.0,9.0,1,2020-09-24,Newport News
-16.0,-9.0,29.0,-29.0,10.0,1,2020-09-25,Newport News
-17.0,-8.0,-36.0,-11.0,3.0,1,2020-09-26,Newport News
-16.0,-9.0,-37.0,-14.0,3.0,1,2020-09-27,Newport News
-18.0,-8.0,-30.0,-29.0,8.0,1,2020-09-28,Newport News
-17.0,-11.0,-41.0,-30.0,10.0,1,2020-09-29,Newport News
-10.0,-4.0,-31.0,-31.0,8.0,1,2020-09-30,Newport News
-12.0,-4.0,-28.0,-30.0,7.0,1,2020-10-01,Newport News
-14.0,-2.0,-25.0,-27.0,7.0,1,2020-10-02,Newport News
-12.0,1.0,-20.0,-11.0,1.0,1,2020-10-03,Newport News
-14.0,-3.0,-29.0,-14.0,2.0,1,2020-10-04,Newport News
-15.0,-3.0,-28.0,-28.0,7.0,1,2020-10-05,Newport News
-14.0,-7.0,-32.0,-29.0,8.0,1,2020-10-06,Newport News
-14.0,-5.0,-29.0,-29.0,7.0,1,2020-10-07,Newport News
-16.0,-9.0,-27.0,-31.0,8.0,1,2020-10-08,Newport News
-14.0,-5.0,-28.0,-29.0,8.0,1,2020-10-09,Newport News
-22.0,-13.0,-32.0,-11.0,4.0,1,2020-10-10,Newport News
-19.0,-11.0,-40.0,-15.0,5.0,1,2020-10-11,Newport News
-16.0,-7.0,-32.0,-37.0,11.0,1,2020-10-12,Newport News
-17.0,-10.0,-33.0,-29.0,9.0,1,2020-10-13,Newport News
-14.0,-7.0,-24.0,-29.0,8.0,1,2020-10-14,Newport News
-15.0,-6.0,-25.0,-29.0,8.0,1,2020-10-15,Newport News
-18.0,-7.0,-36.0,-27.0,10.0,1,2020-10-16,Newport News
-15.0,-2.0,-30.0,-9.0,2.0,1,2020-10-17,Newport News
-15.0,-6.0,-25.0,-12.0,2.0,1,2020-10-18,Newport News
-14.0,-5.0,-21.0,-26.0,7.0,1,2020-10-19,Newport News
-14.0,-5.0,-25.0,-28.0,8.0,1,2020-10-20,Newport News
-12.0,-4.0,-28.0,-28.0,8.0,1,2020-10-21,Newport News
-14.0,-8.0,-29.0,-29.0,8.0,1,2020-10-22,Newport News
-15.0,-4.0,-28.0,-26.0,8.0,1,2020-10-23,Newport News
-16.0,-6.0,-24.0,-9.0,2.0,1,2020-10-24,Newport News
-20.0,-11.0,-36.0,-16.0,4.0,1,2020-10-25,Newport News
-15.0,-3.0,-28.0,-26.0,8.0,1,2020-10-26,Newport News
-14.0,-8.0,-31.0,-28.0,8.0,1,2020-10-27,Newport News
-13.0,-5.0,-28.0,-28.0,8.0,1,2020-10-28,Newport News
-15.0,-9.0,-35.0,-29.0,10.0,1,2020-10-29,Newport News
-9.0,0.0,-33.0,-25.0,7.0,1,2020-10-30,Newport News
-14.0,0.0,-29.0,-8.0,1.0,1,2020-10-31,Newport News
-19.0,-10.0,-33.0,-12.0,3.0,1,2020-11-01,Newport News
-16.0,-4.0,-29.0,-26.0,8.0,1,2020-11-02,Newport News
-7.0,-1.0,-29.0,-31.0,8.0,1,2020-11-03,Newport News
-18.0,-7.0,-31.0,-28.0,9.0,1,2020-11-04,Newport News
-18.0,-10.0,-34.0,-29.0,9.0,1,2020-11-05,Newport News
-17.0,-8.0,-30.0,-25.0,9.0,1,2020-11-06,Newport News
-17.0,-6.0,-28.0,-7.0,3.0,1,2020-11-07,Newport News
-14.0,-7.0,-27.0,-9.0,2.0,1,2020-11-08,Newport News
-19.0,-8.0,-28.0,-26.0,8.0,1,2020-11-09,Newport News
-14.0,-7.0,-34.0,-28.0,8.0,1,2020-11-10,Newport News
-7.0,-7.0,-40.0,-40.0,12.0,1,2020-11-11,Newport News
-28.0,-21.0,-43.0,-34.0,14.0,1,2020-11-12,Newport News
-16.0,-4.0,-31.0,-26.0,10.0,1,2020-11-13,Newport News
-14.0,-5.0,-32.0,-8.0,3.0,1,2020-11-14,Newport News
-13.0,-5.0,-33.0,-10.0,3.0,1,2020-11-15,Newport News
-16.0,-3.0,-27.0,-26.0,8.0,1,2020-11-16,Newport News
-16.0,-4.0,-33.0,-28.0,9.0,1,2020-11-17,Newport News
-16.0,-3.0,-38.0,-29.0,9.0,1,2020-11-18,Newport News
-17.0,-7.0,-37.0,-30.0,10.0,1,2020-11-19,Newport News
-16.0,0.0,-32.0,-25.0,9.0,1,2020-11-20,Newport News
-17.0,-1.0,-27.0,-7.0,3.0,1,2020-11-21,Newport News
-14.0,-3.0,-31.0,-9.0,3.0,1,2020-11-22,Newport News
-13.0,3.0,-30.0,-28.0,8.0,1,2020-11-23,Newport News
-6.0,7.0,-29.0,-31.0,8.0,1,2020-11-24,Newport News
4.0,26.0,-28.0,-38.0,8.0,1,2020-11-25,Newport News
-72.0,-34.0,-69.0,-81.0,24.0,1,2020-11-26,Newport News
-23.0,-18.0,-53.0,-57.0,18.0,1,2020-11-27,Newport News
-24.0,-15.0,-41.0,-15.0,5.0,1,2020-11-28,Newport News
-19.0,-14.0,-37.0,-13.0,4.0,1,2020-11-29,Newport News
-17.0,-8.0,-31.0,-30.0,10.0,1,2020-11-30,Newport News
-12.0,-1.0,-33.0,-29.0,9.0,1,2020-12-01,Newport News
-14.0,-6.0,-33.0,-29.0,10.0,1,2020-12-02,Newport News
-16.0,-7.0,-31.0,-29.0,10.0,1,2020-12-03,Newport News
-15.0,-5.0,-32.0,-25.0,10.0,1,2020-12-04,Newport News
-16.0,-5.0,-42.0,-7.0,5.0,1,2020-12-05,Newport News
-15.0,-7.0,-39.0,-9.0,4.0,1,2020-12-06,Newport News
-22.0,-10.0,-37.0,-29.0,11.0,1,2020-12-07,Newport News
-15.0,-5.0,-35.0,-28.0,10.0,1,2020-12-08,Newport News
-17.0,-7.0,-34.0,-29.0,10.0,1,2020-12-09,Newport News
-18.0,-8.0,-36.0,-30.0,10.0,1,2020-12-10,Newport News
-16.0,-6.0,-37.0,-26.0,10.0,1,2020-12-11,Newport News
-14.0,-3.0,-33.0,-6.0,4.0,1,2020-12-12,Newport News
-13.0,-7.0,-36.0,-10.0,4.0,1,2020-12-13,Newport News
-24.0,-14.0,-39.0,-30.0,12.0,1,2020-12-14,Newport News
-9.0,-3.0,-36.0,-29.0,10.0,1,2020-12-15,Newport News
-19.0,-10.0,-38.0,-31.0,12.0,1,2020-12-16,Newport News
-10.0,-3.0,-35.0,-31.0,10.0,1,2020-12-17,Newport News
-13.0,-3.0,-30.0,-28.0,10.0,1,2020-12-18,Newport News
-11.0,1.0,-28.0,-6.0,3.0,1,2020-12-19,Newport News
-14.0,-8.0,-40.0,-9.0,5.0,1,2020-12-20,Newport News
0.0,6.0,-35.0,-34.0,9.0,1,2020-12-21,Newport News
7.0,10.0,-33.0,-36.0,9.0,1,2020-12-22,Newport News
13.0,21.0,-45.0,-39.0,9.0,1,2020-12-23,Newport News
-6.0,20.0,-51.0,-60.0,16.0,1,2020-12-24,Newport News
-87.0,-52.0,-71.0,-82.0,27.0,1,2020-12-25,Newport News
-31.0,-21.0,-47.0,-23.0,8.0,1,2020-12-26,Newport News
-27.0,-22.0,-41.0,-15.0,6.0,1,2020-12-27,Newport News
-13.0,-8.0,-43.0,-42.0,13.0,1,2020-12-28,Newport News
-12.0,-9.0,-50.0,-43.0,14.0,1,2020-12-29,Newport News
-6.0,0.0,-48.0,-42.0,13.0,1,2020-12-30,Newport News
-6.0,10.0,-54.0,-51.0,15.0,1,2020-12-31,Newport News
-41.0,-33.0,-70.0,-71.0,26.0,1,2021-01-01,Newport News
-22.0,-13.0,-41.0,-17.0,7.0,1,2021-01-02,Newport News
-27.0,-19.0,-42.0,-16.0,7.0,1,2021-01-03,Newport News
-18.0,-4.0,-29.0,-31.0,10.0,1,2021-01-04,Newport News
-18.0,-5.0,-30.0,-32.0,11.0,1,2021-01-05,Newport News
-22.0,-11.0,-39.0,-33.0,12.0,1,2021-01-06,Newport News
-22.0,-10.0,-36.0,-34.0,13.0,1,2021-01-07,Newport News
-25.0,-9.0,-42.0,-29.0,14.0,1,2021-01-08,Newport News
-22.0,-9.0,-40.0,-12.0,7.0,1,2021-01-09,Newport News
-21.0,-12.0,-40.0,-11.0,6.0,1,2021-01-10,Newport News
-25.0,-11.0,-32.0,-30.0,11.0,1,2021-01-11,Newport News
-22.0,-10.0,-34.0,-32.0,12.0,1,2021-01-12,Newport News
-24.0,-12.0,-31.0,-32.0,11.0,1,2021-01-13,Newport News
-24.0,-16.0,-30.0,-33.0,12.0,1,2021-01-14,Newport News
